index	job_link	job_title	job_company	job_industry	job_update	job_location	job_exp	job_edu	job_brief	job_applicants	job_tags_salary	job_tags_tse_otc	job_tags_fc	job_tags_emp	job_tags_remote	job_tags_metro
17	//www.104.com.tw/job/7wy37?jobsource=jolist_b_relevance	Senior Display TCON Engineer (CW)	新加坡商優思特股份有限公司台灣分公司	工商顧問服務業	4/13	台北市南港區	8年以上	專科	Roles & Responsibility:•  Analysis of notebook display system - Engage N/N+1 display technology validations & scaling.- Establish validation plans & experiment environment for N+2 prototype or PoC.- Analyze & summarize engineering reports to identify the meaning of numbers.•  Survey and build validation plans & experiment environment for 3rd party lab. •  1-2 times weekly meetings with US & India team.•  Demonstration for introductions of system test setup/measurements with tools may be required.•  As well as lab tools/systems and accessories shipping logistics.•  Support external display port enabling. (optional)	0~5人應徵	待遇面議			員工26000人		
18	//www.104.com.tw/job/72exs?jobsource=jolist_b_relevance	Application Software Engineer	耐能智慧股份有限公司	電腦軟體服務業	4/11	台北市內湖區	2年以上	大學	1. Responsible for designing, developing, troubleshooting, and debugging AI software programs with GUI. 2. Has strong desires to learn and explore new technologies and demonstrates good analysis and problem-solving skills.3. design and develop automation scripts4. detect and track defects and inconsistencies	0~5人應徵	待遇面議			員工140人		
19	//www.104.com.tw/job/7ycja?jobsource=jolist_b_relevance	Staff Field Applications Systems Engineer	onsemi_香港商安森美半導體有限公司台灣分公司	半導體製造業	4/06	台北市內湖區	5年以上	專科	engineer at onsemi, working in a cross-collaborative, innovative environment. With minimal supervision, you’ll solve problems,	0~5人應徵	待遇面議		外商公司	員工250人		距捷運西湖站約340公尺
20	//www.104.com.tw/job/7izdu?jobsource=jolist_b_relevance	資料科學家 Data Scientist	Linker Vision Co., Ltd._鑫蘊林科股份有限公司	電腦軟體服務業	4/06	台北市大安區	經歷不拘	碩士	solutions for them. You'll see how we managed to process tremendous real-world data to build computer vision models and	11~30人應徵	月薪50,000~150,000元			員工60人		距捷運忠孝新生站約490公尺
1	//www.104.com.tw/job/5qu7r?jobsource=jolist_d_relevance	A2-商業分析師 (Data & Business Analyst)	意藍資訊股份有限公司	網際網路相關業	4/13	台北市大安區	經歷不拘	大學	我們是國內領先的雲端智能數據分析公司，招募有志投入智能數據(Data Intelligence)領域之優秀人才。本職位不限科系，歡迎剛畢業的新鮮人前來投遞履歷。主要工作內容：1. 長期經營各產業重點客戶，提供數據分析專業服務2. 協助客戶	11~30人應徵	月薪35,000~40,000元			員工100人		距捷運信義安和站約170公尺
2	//www.104.com.tw/job/7y0nk?jobsource=jolist_d_relevance	(S)Data Analyst 資料分析師 / Business Intelligence	新加坡商蝦皮娛樂電商有限公司台灣分公司	多媒體相關業	4/13	台北市信義區	1年以上	大學	Business Intelligence Data Analyst ensures that Shopee conducts trustworthy and reliable operational decisions. Your	11~30人應徵	待遇面議					距捷運國父紀念館站約500公尺
3	//www.104.com.tw/job/7jdu4?jobsource=jolist_d_relevance	Test Engineer (Graphic and Computing)	onsemi_香港商安森美半導體有限公司台灣分公司	半導體製造業	4/06	台北市內湖區	2年以上	大學	• Intel VR14, IMVP9.1 spreadsheet measurement• DC-DC power quality measurement• VR14 Digital controller firmware code maintain and customer code program support• Support FAE to run basic functions checking, testing & troubleshoot on customer project• Support BU product testing and calibration.• Repair defective boards.• Responsible for materials preparation for PCB assembly of RDKs, EVKs and various adaptor boards.• Support lab Logistics and Equipment management• Documentation of related tasks & Shipment	11~30人應徵	待遇面議		外商公司	員工250人		距捷運西湖站約340公尺
4	//www.104.com.tw/job/78fls?jobsource=jolist_d_relevance	數據工程師Data Engineer	TVBS_聯利媒體股份有限公司	電視業	4/08	台北市內湖區	1年以上	大學	Data Pipeline (ETL相關程式)，維持高數據品質（Data Quality）。2. 串接整合來自跨雲端平台，結構、非結構化的多個數據源，據此建置數據湖（Data Lake）。3. 根據商業需求，設計高可用、高擴展的數據處理系統架構。	0~5人應徵	待遇面議			員工1400人	遠端工作	距捷運西湖站約450公尺
5	//www.104.com.tw/job/7f994?jobsource=jolist_d_relevance	Backend Engineer (Contractor)	Tomofun_友愉股份有限公司	電腦系統整合服務業	4/06	台北市松山區	經歷不拘	大學	data-driven analyze，提早發現與改善使用者或系統潛在問題【 Who you are 】•熟悉以下至少一項程式語言 : Python, Go•具備 Linux 與 Container 使用與建置經驗(加分項目) 熟悉關聯式	0~5人應徵	待遇面議		外商公司	員工70人	遠端工作	距捷運松山機場站約350公尺
6	//www.104.com.tw/job/7xv6k?jobsource=jolist_d_relevance	Backend Engineer	梵天界科技有限公司	電腦軟體服務業	4/07	台北市內湖區	經歷不拘	專科	【工作描述】與產品、設計團隊合作，開發高效且可延展的後端功能。持續優化與維護後端服務架構。效能與安全性測試。遊戲服務器開發。設計、開發和規劃API系統。【職位需求】三年以上開發經驗。熟悉 Golang / Docker /git 。熟悉RESTful API設計與開發。至少熟悉一種關聯式資料庫 Oracle/MySQL/PostgreSQL 。基本Linux操作。	0~5人應徵	待遇面議			員工20人	遠端工作	
7	//www.104.com.tw/job/7xgc9?jobsource=jolist_d_relevance	Development Engineer, Global Material Sourcing	台灣威富聯營股份有限公司	綜合商品批發代理業	4/06	台北市內湖區	2年以上	大學	Engineer will execute the GMS Apparel and Equipment development activities that services the brand (TNF) and products sourced	0~5人應徵	待遇面議			員工25人		
8	//www.104.com.tw/job/7v230?jobsource=jolist_d_relevance	Semiconductor-Testing Engineer (2 years contract)	台灣東芝電子零組件股份有限公司	其他電子零組件相關業	4/13	台北市中山區	2年以上	大學	-As a test engineer, support for mass production test launch for semiconductor products-Support evaluation and analysis of	6~10人應徵	待遇面議			員工162人		距捷運南京復興站約250公尺
9	//www.104.com.tw/job/7yh8r?jobsource=jolist_d_relevance	Senior Engineer, Product Applications (Auto Power)	台灣亞德諾半導體股份有限公司	半導體製造業	4/10	台北市中山區	經歷不拘	碩士	product collateral such as data sheets, evaluation reports, design guides, etc.•Write application literature that helps	0~5人應徵	待遇面議		外商公司	員工200人		
10	//www.104.com.tw/job/7wy32?jobsource=jolist_d_relevance	Senior Power Analysis Engineer (CW)	新加坡商優思特股份有限公司台灣分公司	工商顧問服務業	4/13	台北市南港區	8年以上	專科	tests with different configurations for Intel display feature.• Summarize display power test data , includes the PABL data	6~10人應徵	待遇面議			員工26000人		
11	//www.104.com.tw/job/7yeqt?jobsource=jolist_d_relevance	Machine Learning Engineer 機器學習工程師	美庫爾數據商務顧問股份有限公司	工商顧問服務業	4/07	台北市信義區	2年以上	大學	．根據行銷問題，為顧客開發以數據科學為基礎的方案。．支援銷售會議，並提出我們對數據科學如何為顧客創造商業價值的價值主張。．負責AI系統與功能架構設計與研發。．設計個人化推薦系統開發與客戶360預測模型之設計。．實踐完整的數據分析流程，如: 資料清理、資料探勘、資料分析。．研究前延技術以及研發創新方法和模型。．傳達發現和見解。	6~10人應徵	待遇面議					距捷運象山站約270公尺
12	//www.104.com.tw/job/7gj1m?jobsource=jolist_d_relevance	Packaging Development Engineer (MEMS products)	BOSCH_台灣羅伯特博世股份有限公司	其他汽機車相關業	4/10	台北市中山區	3年以上	大學	- Packaging Development Engineer for MEMS products - Package design and process development in co-operation with supplier	0~5人應徵	待遇面議		外商公司	員工300人		距捷運松江南京站約390公尺
13	//www.104.com.tw/job/7sn8u?jobsource=jolist_d_relevance	[TW Data] Sr. Data Sales Business Partner Manager	威朋大數據股份有限公司	網際網路相關業	4/10	台北市松山區	7年以上	大學	1. Develop partnership/ Enable partner to sell Vpon data solution2. Build ecosystem with partner for their data business	0~5人應徵	待遇面議		外商公司	員工150人		距捷運中山國中站約70公尺
14	//www.104.com.tw/job/5l6qm?jobsource=jolist_d_relevance	資料科學家 Data Scientist	塞席爾商悠福科技股份有限公司	網際網路相關業	4/12	台北市中山區	經歷不拘	大學	development and optimization.3. Data analysis and data visualization.4. Cooperate with teams on building and optimizing ETL	11~30人應徵	待遇面議			員工60人	遠端工作	距捷運松江南京站約320公尺
15	//www.104.com.tw/job/7ym1j?jobsource=jolist_d_relevance	Bluetooth Triage Engineer (BT002)	TECH MAHINDRA LIMITED_印度商馬辛達國際科技有限公司台灣分公司	其他電信及通訊相關業	4/12	台北市信義區	經歷不拘	大學	TechM is hiring Bluetooth Triage Engineer in Taiwan with the below details:* Triage Bluetooth issues reported on the on-	0~5人應徵	待遇面議		外商公司	員工150000人		距捷運台北101/世貿站約200公尺
16	//www.104.com.tw/job/7e5sa?jobsource=jolist_d_relevance	Web 平台系統軟體測試工程師 Software Engineer in Test	Wi-Fi ALLIANCE_香港商無線工業協作有限公司台灣分公司	網際網路相關業	4/12	台北市南港區	3年以上	大學	which Wi-Fi is known. Wi-Fi Alliance seeks an experienced Test Engineer who will be responsible for developing test	0~5人應徵	年薪1,200,000元以上			員工21人		
17	//www.104.com.tw/job/7vao0?jobsource=jolist_d_relevance	Software Engineer(Web - React or Fullstack)	胡了資訊設計企業有限公司	電腦系統整合服務業	4/10	台北市信義區	2年以上	專科	Overview:This role is for an experienced engineer with proven history in architecting and implementing complex web	6~10人應徵	月薪120,000~130,000元				遠端工作	距捷運市政府站約170公尺
18	//www.104.com.tw/job/6pw5j?jobsource=jolist_d_relevance	專案工程師 Project Engineer	山威實業有限公司	其他商品批發業	4/05	台北市信義區	經歷不拘	專科	seeking a skilled, team-oriented junior project engineer to join our growing company. In this position, you will oversee	0~5人應徵	待遇面議					距捷運永春站約500公尺
19	//www.104.com.tw/job/73y1k?jobsource=jolist_d_relevance	Algorithm Engineer	立普思股份有限公司	電腦軟體服務業	4/06	台北市內湖區	3年以上	碩士	owned by LIPS.As a qualify Engineer, your responsibilities are listed below•Work with other teams and vendors together on	0~5人應徵	待遇面議			員工60人		
20	//www.104.com.tw/job/7uby6?jobsource=jolist_d_relevance	Senior/Staff Field Applications Systems Engineer	onsemi_香港商安森美半導體有限公司台灣分公司	半導體製造業	4/06	台北市內湖區	5年以上	大學	engineer at onsemi, working in a cross-collaborative, innovative environment. With minimal supervision, you’ll solve problems,	11~30人應徵	待遇面議		外商公司	員工250人		距捷運西湖站約340公尺
1	//www.104.com.tw/job/7rvyo?jobsource=jolist_a_relevance	Shock and Vibration Testing Engineer (R217654)	荷蘭商臺灣戴爾股份有限公司台灣分公司	電腦及其週邊設備製造業	4/11	台北市大安區	5年以上	專科	What you’ll achieveCollaborate with Mechanical Design, Quality and Program teams to ensure optimum test required are developed in respect to product cost, quality and schedule. Incubate new test methods to replace outdated or fill spec gapsYou will:Drive new methodologies using the latest advancements in measurement capabilities to quantify design improvementsDevelop methodologies to Automation and CAD simulation of Reliability / Shock & Vibration Test and drive product enhancementsCooperate with the CTO (Chief Technology Office) team during incubation to ensure safe implementation of the new featureDevelop clear and concise test specifications to be followed by Dell suppliers globally	0~5人應徵	待遇面議		外商公司	員工1400人		
2	//www.104.com.tw/job/7vzjo?jobsource=jolist_a_relevance	環境永續工程師 Environmental Sustainability Engineer	銳思碳管理顧問股份有限公司	工商顧問服務業	3/20	台北市中正區	1年以上	大學	and water efficiency.-Support Sr. Engineer in conducting analysis and preparing reports. -Short-term business travel may be	0~5人應徵	待遇面議			員工20人		距捷運東門站約290公尺
3	//www.104.com.tw/job/7smgt?jobsource=jolist_a_relevance	Fullstack Engineer	谷宇科技股份有限公司	其它軟體及網路相關業	4/06	台北市松山區	2年以上	大學	1. For our full-stack role, the distribution between backend / frontend work can beflexible. It can be 70% / 30% (focus on either FE or BE), or evenly split at 50% /50%, based on your preferences and strength.2. Write clean and maintainable code with solid unit tests.3. Develop flexible and well-structured code architectures and APIs.4. Build, ship, and scale web services.5. Keep the system reliable.6. Flexibility to respond to the team's needs.	0~5人應徵	待遇面議				遠端工作	
4	//www.104.com.tw/job/7ym0x?jobsource=jolist_a_relevance	Audio Triage Engineer (BT001)	TECH MAHINDRA LIMITED_印度商馬辛達國際科技有限公司台灣分公司	其他電信及通訊相關業	4/12	台北市信義區	經歷不拘	大學	TechM is hiring Audio Triage Engineer with the below details:* Develop tool to auto-triage LE Audio issue and improve the	0~5人應徵	待遇面議		外商公司	員工150000人		距捷運台北101/世貿站約200公尺
5	//www.104.com.tw/job/7ptkp?jobsource=jolist_a_relevance	Embedded Firmware Engineer	澳洲商安藤太空股份有限公司台灣辦事處	其它軟體及網路相關業	4/13	台北市內湖區	3年以上	大學	FW to read sensor data (GPS, gyro, thermal…)* Perform testing, performance analysis, and calibration before FW release	0~5人應徵	待遇面議					
6	//www.104.com.tw/job/7q19e?jobsource=jolist_a_relevance	Service Demand Data Analyst 售後服務規劃數據分析師	Gogoro Taiwan Limited_睿能創意股份有限公司	機車及其零件製造業	4/13	台北市松山區	3年以上	大學	【職務影響力 Position Impact】Demand Data Analyst該角色負責依照組織運營目標，針對全球售後服務與採購、銷售、營運團隊合作針對零件/配件進行最佳預測分析模組，協助團隊夥伴對供應商提出物料計畫掌握原物料/成品交期、	6~10人應徵	待遇面議					距捷運南京復興站約380公尺
7	//www.104.com.tw/job/6mvt3?jobsource=jolist_a_relevance	Investment Data Assistant 投資數據分析助理	大拇哥證券投資顧問股份有限公司	證券及期貨業	4/06	台北市大安區	3年以上	碩士	Key Responsibilities:1. Retrieve and analyze information from databases and external data sources such as Bloomberg and	6~10人應徵	月薪40,000~55,000元			員工50人		
8	//www.104.com.tw/job/5tndl?jobsource=jolist_a_relevance	BIM Engineer	泰興工程顧問股份有限公司	建築及工程技術服務業	4/12	台北市大安區	經歷不拘	大學	Operational Integration, COBie (Construction Operations Building information exchange) data population and extraction, Q/A & Q/C,	0~5人應徵	待遇面議		外商公司	員工600人		距捷運六張犁站約450公尺
9	//www.104.com.tw/job/7ylxl?jobsource=jolist_a_relevance	Senior QA Engineer	孚特固有限公司	網際網路相關業	4/12	台北市松山區	3年以上	專科	-依據產品設計需求，獨立建立測試計畫及測試案例。-有效評估所使用的測試工具和方法，準確估計執行時間。-使用網頁瀏覽器 / 手持式裝置進行產品測試。-提前確認自動化測試中的瓶頸和性能改進。-領導 QA 團隊設計 QA 測試程序和實施自動化測試。-使用自動化測試工具或開發自動化測試。-使用各種壓力測試方法及工具，測試效能瓶頸。-使用 CI/CD 運行自動化測試。-執行軟體測試，完成軟體測試報告。-錯誤追蹤管理及驗證，並提供改善建議。-Web / iOS / Android / API 相關測試工作。-配合 PM 進行溝通協調進而測試系統功能。-主管交辦事項。【職務要求】-具管理團隊經驗。-具敏捷開發經驗。-具自動化 QA 工程師經驗。-具 Web / App / API 自動化測試開發相關經驗與建立自動化測試工具。-具開發及使用自動化測試經驗(JavaScript / Selenium / Appium / Nightwatch.js / Jest / Postman)-熟悉 Git Flow 流程及觀念。-熟悉各種工具與技能。(SQL / Docker / Kubernetes)-熟悉各種壓力測試方法及工具，協助找出效能瓶頸。-擅長測試管理工具。-熟悉軟體測試的測試方法及觀念。-具規格及測試文件撰寫能力。-具注重細節，獨立思考判斷能力。-能迅速理解並熟悉系統架構，分析出需測試之項目。-良好溝通能力，異常問題分析解決能力，能協助團隊找出核心問題，以提升工作效能。-具平台企劃、溝通協調及整合能力，需與網頁設計和程式設計配合。-能夠融入團隊，樂於協助團隊提升讓產品更好。-熟悉作業系統操作。	0~5人應徵	月薪60,000元以上					
10	//www.104.com.tw/job/54ffa?jobsource=jolist_a_relevance	AI演算法工程師 / AI Algorithm Engineer	大數據股份有限公司	其它軟體及網路相關業	4/09	台北市中山區	經歷不拘	大學	本公司為專業社群資料分析廠商，主要產品線有：*網路社群分析大數據平台《KEYPO大數據關鍵引擎》，透過深度學習在巨量社群資料中洞察網路口碑。*粉專分析大數據平台《FANSDO粉絲行為追蹤器》，透過大數據剖析粉絲行為、粉專經營績效與最佳互動時機。*意見領袖大數據搜尋平台《Keyders 網路意見領袖搜尋引擎》，透過社群數據，以AI精準媒合，搜尋出最能協助品牌效益的意見領袖。【工作內容】開發分析系統，設計API與數據分析引擎。在大數據R&D你可以觸碰到各領域大量的網路資料，盡情揮灑與深入研究於文字探勘(Text Mining)所有的創意與知識，與R&D團隊及公司一起成長，建立各種資訊分析的系統與產品。誠徵對資料科學、大數據分析、人工智慧有興趣的高手加入。【必要技能】- Python / Python Web Framework- NLP (自然語言處理)- Docker- Git- Linux CLI- 獨立調研與實作能力【加分條件】- ML/DL- 統計學- Docker Compose、Docker Swarm- Elasticsearch- GCP	11~30人應徵	待遇面議			員工70人		
11	//www.104.com.tw/job/74ph9?jobsource=jolist_a_relevance	前端工程師 Frontend Engineer	聚典資訊股份有限公司	電腦軟體服務業	4/07	台北市南港區	經歷不拘	大學	作為 Ret[AI]ling Data的工程師，你將投入 Ret[AI]ling Data 的核心產品開發，與其他工程、設計團隊、產品經理等夥伴們密切討論、規劃，共同打造最棒的零售AI數據系統。除核心產品之外，前端工程師會支援不同的專案，配合市場	6~10人應徵	月薪40,000元以上			員工15人		距捷運南港展覽館站約430公尺
12	//www.104.com.tw/job/7ssgr?jobsource=jolist_a_relevance	軟體測試工程師QA_Quality Assurance Engineer	我愛數位科技股份有限公司	電腦系統整合服務業	4/06	台北市內湖區	經歷不拘	學歷不拘	We are looking for an experienced Quality Assurance Engineer for our dynamic team in Taipei. The job content will be the	0~5人應徵	待遇面議			員工20人	遠端工作	
13	//www.104.com.tw/job/7ttx3?jobsource=jolist_a_relevance	Cloud Engineer	心流智醫股份有限公司	醫療器材製造業	4/06	台北市南港區	經歷不拘	大學	Develop cloud infrastructure, integrate core technology components into cloud and on-premise customer hardware.  Experienced with IaC, DevOps, and CI/CD.	0~5人應徵	待遇面議				遠端工作	距捷運南港軟體園區站約280公尺
14	//www.104.com.tw/job/6x42q?jobsource=jolist_a_relevance	集團總部 - CRM Data Analyst (會員數據分析師)	必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司	其他餐飲業	4/13	台北市中山區	3年以上	大學	1. Data mining and analysis    - Developing and implementing data analyses, data collection systems and other strategies	11~30人應徵	待遇面議		外商公司	員工10666人		距捷運松江南京站約410公尺
15	//www.104.com.tw/job/7r867?jobsource=jolist_a_relevance	Machine Learning Engineer	雲象科技股份有限公司	電腦軟體服務業	4/07	台北市南港區	1年以上	碩士	science, Statistics, Medicine, or other related fields.2. Experience in machine learning, data mining, statistical modeling,	11~30人應徵	待遇面議			員工70人	遠端工作	距捷運南港展覽館站約420公尺
16	//www.104.com.tw/job/7x6ei?jobsource=jolist_a_relevance	GPU Software Applications Engineer	Arm_安謀國際科技股份有限公司	其他半導體相關業	3/06	台北市內湖區	5年以上	大學	team (SPE). We are looking for early and mid-career skilled Software Application Engineer to join an impactful and hard-	0~5人應徵	待遇面議		外商公司			
17	//www.104.com.tw/job/7e08a?jobsource=jolist_a_relevance	總公司 Cloud Engineer_台北	法商家樂福總公司_家福股份有限公司	量販流通相關業	4/11	台北市北投區	3年以上	大學	- 職責包括 cloud software engineering, cloud systems engineering, cloud database management, and cloud security administration。- 與電子商務團隊、移動應用團隊和數據團隊密切合作，提供基於雲的最佳實作。- 根據新項目的需求，規劃、搭建和管理雲環境。- 研究在任何雲上實現基礎設施自動化的方法。- 緊跟行業最佳實踐和趨勢，以及合規要求的變化。	0~5人應徵	待遇面議		外商公司	員工15000人		距捷運奇岩站約210公尺
18	//www.104.com.tw/job/7bd1e?jobsource=jolist_a_relevance	System Application Engineer(台北)	立積電子股份有限公司	半導體製造業	4/06	台北市內湖區	1年以上	大學	analyze measurement data 3. Design, fabricate and measure RF PCB. 4. Fine-tune the EVB and Customer’s system board to	6~10人應徵	待遇面議			員工300人		距捷運西湖站約400公尺
19	//www.104.com.tw/job/7gyb4?jobsource=jolist_a_relevance	Devops Engineer	賽博朋克科技有限公司	其它軟體及網路相關業	4/07	台北市松山區	4年以上	大學	Familiar with the native cloud structure Azure is preferred, AWS is also available.Familiar with CDN service CloudFlare is preferred, others are also possible.Familiar with Kubernetes practical operation experience.Familiar with CI/CD, Jenkins/Github/Gitlab... and other practical experience.Familiar with Promethues+Grafana monitoring.	0~5人應徵	待遇面議					距捷運中山國中站約500公尺
20	//www.104.com.tw/job/74xkx?jobsource=jolist_a_relevance	資料工程師 (DW)	聯合通商電子商務股份有限公司	電腦軟體服務業	12/09	台北市松山區	2年以上	專科	1.  資料倉儲系統之程式設計及開發2.  負責專案之程式開發與測試及Code review；包含撰寫SQL/SP及使用ETL工具對資料進行處理、建置資料倉儲，並進行UT測試，撰寫驗證報告3.   配合專案需求執行系統導入及上線4.   協助已上線系統保固維護作業	0~5人應徵	待遇面議			員工100人		
1	//www.104.com.tw/job/6x42q?jobsource=jolist_c_relevance	集團總部 - CRM Data Analyst (會員數據分析師)	必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司	其他餐飲業	4/13	台北市中山區	3年以上	大學	1. Data mining and analysis    - Developing and implementing data analyses, data collection systems and other strategies	11~30人應徵	待遇面議		外商公司	員工10666人		距捷運松江南京站約410公尺
2	//www.104.com.tw/job/78f5b?jobsource=jolist_c_relevance	Backend Engineer (Python)	凌諦有限公司	電腦軟體服務業	4/06	台北市南港區	2年以上	大學	understanding of complex data structures • have experience with machine learning libraries such as Pytorch, Tensorflow or Scikit-	11~30人應徵	月薪80,000~110,000元				遠端工作	
3	//www.104.com.tw/job/7bsi4?jobsource=jolist_c_relevance	#月薪50,000【Korean/ Japanese Event Data Management | 英國知名票卷電商公司】無經驗可、週休二日 | BIS_202	藝珂人事顧問股份有限公司	人力仲介代徵	4/12	台北市中山區	經歷不拘	學歷不拘	歷不設限，歡迎各產業人才✓　Korean Even Data Management：具備韓文、中文、英文能力✓　Japanese Even Data Management：具備日文、中文、英文能力【工作資訊】地點：近捷運雙連站，出站步行3	6~10人應徵	月薪50,000元					
4	//www.104.com.tw/job/78fls?jobsource=jolist_c_relevance	數據工程師Data Engineer	TVBS_聯利媒體股份有限公司	電視業	4/08	台北市內湖區	1年以上	大學	Data Pipeline (ETL相關程式)，維持高數據品質（Data Quality）。2. 串接整合來自跨雲端平台，結構、非結構化的多個數據源，據此建置數據湖（Data Lake）。3. 根據商業需求，設計高可用、高擴展的數據處理系統架構。	0~5人應徵	待遇面議			員工1400人	遠端工作	距捷運西湖站約450公尺
5	//www.104.com.tw/job/6ulq8?jobsource=jolist_c_relevance	機器學習工程師 Machine Learning Engineer	聚典資訊股份有限公司	電腦軟體服務業	4/07	台北市南港區	經歷不拘	專科	【工作內容】1. 負責影像處理(主要為Python)與影像資料處理2. 負責影像辨識軟體之分析、設計、程式撰寫、測試與修改，並控管進度3. 依照專案需求建立影像辨識模組與執行模型加速4. 邊緣硬體之模型測試(Jetson nano等)5. 負責影像辨識數據等商品化之API撰寫，偕同前後端開發專案6. 影像辨識推薦模型之開發【必要條件】● 資訊工程科系尤佳，具備自主開發的能力● 具備物件偵測(Object Detection)相關開發經驗● 熟悉My SQL資料庫運用● 熟悉AI工具與套件如Keras、TensorFlow、Pytorch、CNN● 熟悉Linux作業系統開發● 熟悉影像辨識深度學習架構、演算法技術與模型加速技術● 熱愛軟體開發	11~30人應徵	待遇面議			員工15人		距捷運南港展覽館站約430公尺
6	//www.104.com.tw/job/7f994?jobsource=jolist_c_relevance	Backend Engineer (Contractor)	Tomofun_友愉股份有限公司	電腦系統整合服務業	4/06	台北市松山區	經歷不拘	大學	data-driven analyze，提早發現與改善使用者或系統潛在問題【 Who you are 】•熟悉以下至少一項程式語言 : Python, Go•具備 Linux 與 Container 使用與建置經驗(加分項目) 熟悉關聯式	0~5人應徵	待遇面議		外商公司	員工70人	遠端工作	距捷運松山機場站約350公尺
7	//www.104.com.tw/job/7tut8?jobsource=jolist_c_relevance	Product Test Engineer 產品測試工程師	百睿達有限公司	自動控制相關業	4/06	台北市中正區	經歷不拘	大學	Responsibilities】- End to End product testing- Test case/ test plan creation and maintenance- Issue tracking with engineer and	6~10人應徵	待遇面議			員工46人		距捷運台北車站約320公尺
8	//www.104.com.tw/job/7y4si?jobsource=jolist_c_relevance	數據分析師Data Analyst (和雲行動服務)	和運租車股份有限公司	運輸工具設備租賃業	4/06	台北市中山區	1年以上	專科	，進而提升數據品質【工作技能】1. 熟悉 SQL、 Python、Web Crawler，有其他數據處理工具經驗尤佳 2. 熟悉數據可視化工具（如 Power BI、Tableau、Data Studio） 3. 據統計思維，邏輯性思考並	11~30人應徵	待遇面議			員工802人		距捷運松江南京站約440公尺
9	//www.104.com.tw/job/7xv6k?jobsource=jolist_c_relevance	Backend Engineer	梵天界科技有限公司	電腦軟體服務業	4/07	台北市內湖區	經歷不拘	專科	【工作描述】與產品、設計團隊合作，開發高效且可延展的後端功能。持續優化與維護後端服務架構。效能與安全性測試。遊戲服務器開發。設計、開發和規劃API系統。【職位需求】三年以上開發經驗。熟悉 Golang / Docker /git 。熟悉RESTful API設計與開發。至少熟悉一種關聯式資料庫 Oracle/MySQL/PostgreSQL 。基本Linux操作。	0~5人應徵	待遇面議			員工20人	遠端工作	
10	//www.104.com.tw/job/7xgc9?jobsource=jolist_c_relevance	Development Engineer, Global Material Sourcing	台灣威富聯營股份有限公司	綜合商品批發代理業	4/06	台北市內湖區	2年以上	大學	Engineer will execute the GMS Apparel and Equipment development activities that services the brand (TNF) and products sourced	0~5人應徵	待遇面議			員工25人		
11	//www.104.com.tw/job/7v230?jobsource=jolist_c_relevance	Semiconductor-Testing Engineer (2 years contract)	台灣東芝電子零組件股份有限公司	其他電子零組件相關業	4/13	台北市中山區	2年以上	大學	-As a test engineer, support for mass production test launch for semiconductor products-Support evaluation and analysis of	6~10人應徵	待遇面議			員工162人		距捷運南京復興站約250公尺
12	//www.104.com.tw/job/7yh8r?jobsource=jolist_c_relevance	Senior Engineer, Product Applications (Auto Power)	台灣亞德諾半導體股份有限公司	半導體製造業	4/10	台北市中山區	經歷不拘	碩士	product collateral such as data sheets, evaluation reports, design guides, etc.•Write application literature that helps	0~5人應徵	待遇面議		外商公司	員工200人		
13	//www.104.com.tw/job/7w3td?jobsource=jolist_c_relevance	Advanced Driver Assistance Systems (ADAS) Test Engineer	台灣特斯拉汽車有限公司	汽車及其零件製造業	4/06	台北市內湖區	4年以上	專科	Test Engineer will help drive Tesla’s Autopilot by testing daily Autopilot firmware updates and ensure regulatory compliance	6~10人應徵	待遇面議		外商公司			
14	//www.104.com.tw/job/7sn8u?jobsource=jolist_c_relevance	[TW Data] Sr. Data Sales Business Partner Manager	威朋大數據股份有限公司	網際網路相關業	4/10	台北市松山區	7年以上	大學	1. Develop partnership/ Enable partner to sell Vpon data solution2. Build ecosystem with partner for their data business	0~5人應徵	待遇面議		外商公司	員工150人		距捷運中山國中站約70公尺
15	//www.104.com.tw/job/7gj1m?jobsource=jolist_c_relevance	Packaging Development Engineer (MEMS products)	BOSCH_台灣羅伯特博世股份有限公司	其他汽機車相關業	4/10	台北市中山區	3年以上	大學	- Packaging Development Engineer for MEMS products - Package design and process development in co-operation with supplier	0~5人應徵	待遇面議		外商公司	員工300人		距捷運松江南京站約390公尺
16	//www.104.com.tw/job/7ym1j?jobsource=jolist_c_relevance	Bluetooth Triage Engineer (BT002)	TECH MAHINDRA LIMITED_印度商馬辛達國際科技有限公司台灣分公司	其他電信及通訊相關業	4/12	台北市信義區	經歷不拘	大學	TechM is hiring Bluetooth Triage Engineer in Taiwan with the below details:* Triage Bluetooth issues reported on the on-	0~5人應徵	待遇面議		外商公司	員工150000人		距捷運台北101/世貿站約200公尺
17	//www.104.com.tw/job/7sqy0?jobsource=jolist_c_relevance	Senior Software Engineer (Backend)	合宜智能感知有限公司	電腦軟體服務業	4/08	台北市信義區	3年以上	大學	Roles:1. Develop high performance and data intensive backend systems.Minimum qualifications:1. 3+ years experience in	11~30人應徵	年薪1,500,000~2,000,000元			員工50人	遠端工作	距捷運象山站約340公尺
